icd_cm,ver,icd_cm_label,hcup_ccs_single,hcup_ccs_single_label,head_neck_cancer,gi_cancer,colorectal_cancer,lung_cancer,bone_cancer,melanoma_cancer,breast_cancer,uterine_cervical_cancer,other_female_cancer,male_genital_cancer,urinary_cancer,brain_cancer,lymph_hem_cancer,other_cancer,benign_cancer,nonmelanoma_skin_cancer,uncertain_unspecified_cancer,carcinoma_in_situ_cancer
'20273',9,"peripheral t cell lymphoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20274',9,"peripheral t cell lymphoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20275',9,"peripheral t cell lymphoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20276',9,"peripheral t cell lymphoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20277',9,"peripheral t cell lymphoma, spleen",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20278',9,"peripheral t cell lymphoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20280',9,"other malignant lymphomas, unspecified site, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20281',9,"other malignant lymphomas, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20282',9,"other malignant lymphomas, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20283',9,"other malignant lymphomas, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20284',9,"other malignant lymphomas, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20285',9,"other malignant lymphomas, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20286',9,"other malignant lymphomas, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20287',9,"other malignant lymphomas, spleen",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20288',9,"other malignant lymphomas, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20290',9,"other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20291',9,"other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20292',9,"other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20293',9,"other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20294',9,"other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20295',9,"other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20296',9,"other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20297',9,"other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, spleen",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'20298',9,"other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'V1071',9,personal history of lymphosarcoma and reticulosarcoma,38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'V1079',9,personal history of other lymphatic and hematopoietic neoplasms,38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8200',10,"follicular lymphoma grade i, unspecified site",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8201',10,"follicular lymphoma grade i, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8202',10,"follicular lymphoma grade i, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8203',10,"follicular lymphoma grade i, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8204',10,"follicular lymphoma grade i, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8205',10,"follicular lymphoma grade i, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8206',10,"follicular lymphoma grade i, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8207',10,"follicular lymphoma grade i, spleen",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8208',10,"follicular lymphoma grade i, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8209',10,"follicular lymphoma grade i, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8210',10,"follicular lymphoma grade ii, unspecified site",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8211',10,"follicular lymphoma grade ii, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8212',10,"follicular lymphoma grade ii, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8213',10,"follicular lymphoma grade ii, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8214',10,"follicular lymphoma grade ii, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8215',10,"follicular lymphoma grade ii, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8216',10,"follicular lymphoma grade ii, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8217',10,"follicular lymphoma grade ii, spleen",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8218',10,"follicular lymphoma grade ii, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8219',10,"follicular lymphoma grade ii, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8220',10,"follicular lymphoma grade iii, unspecified, unspecified site",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8221',10,"follicular lymphoma grade iii, unspecified, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8222',10,"follicular lymphoma grade iii, unspecified, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8223',10,"follicular lymphoma grade iii, unspecified, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8224',10,"follicular lymphoma grade iii, unspecified, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8225',10,"follicular lymphoma grade iii, unspecified, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8226',10,"follicular lymphoma grade iii, unspecified, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8227',10,"follicular lymphoma grade iii, unspecified, spleen",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8228',10,"follicular lymphoma grade iii, unspecified, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8229',10,"follicular lymphoma grade iii, unspecified, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8230',10,"follicular lymphoma grade iiia, unspecified site",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8231',10,"follicular lymphoma grade iiia, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8232',10,"follicular lymphoma grade iiia, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8233',10,"follicular lymphoma grade iiia, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8234',10,"follicular lymphoma grade iiia, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8235',10,"follicular lymphoma grade iiia, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8236',10,"follicular lymphoma grade iiia, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8237',10,"follicular lymphoma grade iiia, spleen",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8238',10,"follicular lymphoma grade iiia, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8239',10,"follicular lymphoma grade iiia, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8240',10,"follicular lymphoma grade iiib, unspecified site",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8241',10,"follicular lymphoma grade iiib, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8242',10,"follicular lymphoma grade iiib, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8243',10,"follicular lymphoma grade iiib, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8244',10,"follicular lymphoma grade iiib, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8245',10,"follicular lymphoma grade iiib, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8246',10,"follicular lymphoma grade iiib, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8247',10,"follicular lymphoma grade iiib, spleen",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8248',10,"follicular lymphoma grade iiib, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8249',10,"follicular lymphoma grade iiib, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8250',10,"diffuse follicle center lymphoma, unspecified site",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8251',10,"diffuse follicle center lymphoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8252',10,"diffuse follicle center lymphoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8253',10,"diffuse follicle center lymphoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8254',10,"diffuse follicle center lymphoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8255',10,"diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8256',10,"diffuse follicle center lymphoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8257',10,"diffuse follicle center lymphoma, spleen",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8258',10,"diffuse follicle center lymphoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8259',10,"diffuse follicle center lymphoma, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8260',10,"cutaneous follicle center lymphoma, unspecified site",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8261',10,"cutaneous follicle center lymphoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8262',10,"cutaneous follicle center lymphoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8263',10,"cutaneous follicle center lymphoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8264',10,"cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8265',10,"cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8266',10,"cutaneous follicle center lymphoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8267',10,"cutaneous follicle center lymphoma, spleen",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8268',10,"cutaneous follicle center lymphoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8269',10,"cutaneous follicle center lymphoma, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8280',10,"other types of follicular lymphoma, unspecified site",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8281',10,"other types of follicular lymphoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8282',10,"other types of follicular lymphoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8283',10,"other types of follicular lymphoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8284',10,"other types of follicular lymphoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8285',10,"other types of follicular lymphoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8286',10,"other types of follicular lymphoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8287',10,"other types of follicular lymphoma, spleen",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8288',10,"other types of follicular lymphoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8289',10,"other types of follicular lymphoma, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8290',10,"follicular lymphoma, unspecified, unspecified site",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8291',10,"follicular lymphoma, unspecified, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8292',10,"follicular lymphoma, unspecified, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8293',10,"follicular lymphoma, unspecified, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8294',10,"follicular lymphoma, unspecified, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8295',10,"follicular lymphoma, unspecified, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8296',10,"follicular lymphoma, unspecified, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8297',10,"follicular lymphoma, unspecified, spleen",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8298',10,"follicular lymphoma, unspecified, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8299',10,"follicular lymphoma, unspecified, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8300',10,"small cell b-cell lymphoma, unspecified site",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8301',10,"small cell b-cell lymphoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8302',10,"small cell b-cell lymphoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8303',10,"small cell b-cell lymphoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8304',10,"small cell b-cell lymphoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8305',10,"small cell b-cell lymphoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8306',10,"small cell b-cell lymphoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8307',10,"small cell b-cell lymphoma, spleen",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8308',10,"small cell b-cell lymphoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8309',10,"small cell b-cell lymphoma, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8310',10,"mantle cell lymphoma, unspecified site",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8311',10,"mantle cell lymphoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8312',10,"mantle cell lymphoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8313',10,"mantle cell lymphoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8314',10,"mantle cell lymphoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8315',10,"mantle cell lymphoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8316',10,"mantle cell lymphoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8317',10,"mantle cell lymphoma, spleen",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8318',10,"mantle cell lymphoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8319',10,"mantle cell lymphoma, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8330',10,"diffuse large b-cell lymphoma, unspecified site",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8331',10,"diffuse large b-cell lymphoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8332',10,"diffuse large b-cell lymphoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8333',10,"diffuse large b-cell lymphoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8334',10,"diffuse large b-cell lymphoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8335',10,"diffuse large b-cell lymphoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8336',10,"diffuse large b-cell lymphoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8337',10,"diffuse large b-cell lymphoma, spleen",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8338',10,"diffuse large b-cell lymphoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8339',10,"diffuse large b-cell lymphoma, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8350',10,"lymphoblastic (diffuse) lymphoma, unspecified site",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8351',10,"lymphoblastic (diffuse) lymphoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8352',10,"lymphoblastic (diffuse) lymphoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8353',10,"lymphoblastic (diffuse) lymphoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
'C8354',10,"lymphoblastic (diffuse) lymphoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
