cpt_code,pcs_ccs_single,pcs_ccs_single_label
'34825',61,(61) other or procedures on vessels other than head and neck
'34830',52,"(52) aortic resection, replacement or anastomosis"
'34831',52,"(52) aortic resection, replacement or anastomosis"
'34832',52,"(52) aortic resection, replacement or anastomosis"
'34833',61,(61) other or procedures on vessels other than head and neck
'34834',61,(61) other or procedures on vessels other than head and neck
'34841',61,(61) other or procedures on vessels other than head and neck
'34842',61,(61) other or procedures on vessels other than head and neck
'34843',61,(61) other or procedures on vessels other than head and neck
'34844',61,(61) other or procedures on vessels other than head and neck
'34845',61,(61) other or procedures on vessels other than head and neck
'34846',61,(61) other or procedures on vessels other than head and neck
'34847',61,(61) other or procedures on vessels other than head and neck
'34848',61,(61) other or procedures on vessels other than head and neck
'34900',61,(61) other or procedures on vessels other than head and neck
'35001',59,(59) other or procedures on vessels of head and neck
'35002',59,(59) other or procedures on vessels of head and neck
'35005',59,(59) other or procedures on vessels of head and neck
'35011',61,(61) other or procedures on vessels other than head and neck
'35013',61,(61) other or procedures on vessels other than head and neck
'35021',61,(61) other or procedures on vessels other than head and neck
'35022',61,(61) other or procedures on vessels other than head and neck
'35045',61,(61) other or procedures on vessels other than head and neck
'35081',52,"(52) aortic resection, replacement or anastomosis"
'35082',52,"(52) aortic resection, replacement or anastomosis"
'35091',52,"(52) aortic resection, replacement or anastomosis"
'35092',52,"(52) aortic resection, replacement or anastomosis"
'35102',52,"(52) aortic resection, replacement or anastomosis"
'35103',52,"(52) aortic resection, replacement or anastomosis"
'35111',61,(61) other or procedures on vessels other than head and neck
'35112',61,(61) other or procedures on vessels other than head and neck
'35121',61,(61) other or procedures on vessels other than head and neck
'35122',61,(61) other or procedures on vessels other than head and neck
'35131',61,(61) other or procedures on vessels other than head and neck
'35132',61,(61) other or procedures on vessels other than head and neck
'35141',61,(61) other or procedures on vessels other than head and neck
'35142',61,(61) other or procedures on vessels other than head and neck
'35151',61,(61) other or procedures on vessels other than head and neck
'35152',61,(61) other or procedures on vessels other than head and neck
'35180',59,(59) other or procedures on vessels of head and neck
'35182',61,(61) other or procedures on vessels other than head and neck
'35184',61,(61) other or procedures on vessels other than head and neck
'35188',59,(59) other or procedures on vessels of head and neck
'35189',61,(61) other or procedures on vessels other than head and neck
'35190',61,(61) other or procedures on vessels other than head and neck
'35201',61,(61) other or procedures on vessels other than head and neck
'35206',61,(61) other or procedures on vessels other than head and neck
'35207',61,(61) other or procedures on vessels other than head and neck
'35211',61,(61) other or procedures on vessels other than head and neck
'35216',61,(61) other or procedures on vessels other than head and neck
'35221',61,(61) other or procedures on vessels other than head and neck
'35226',61,(61) other or procedures on vessels other than head and neck
'35231',59,(59) other or procedures on vessels of head and neck
'35236',61,(61) other or procedures on vessels other than head and neck
'35241',61,(61) other or procedures on vessels other than head and neck
'35246',61,(61) other or procedures on vessels other than head and neck
'35251',61,(61) other or procedures on vessels other than head and neck
'35256',61,(61) other or procedures on vessels other than head and neck
'35261',59,(59) other or procedures on vessels of head and neck
'35266',61,(61) other or procedures on vessels other than head and neck
'35271',61,(61) other or procedures on vessels other than head and neck
'35276',61,(61) other or procedures on vessels other than head and neck
'35281',61,(61) other or procedures on vessels other than head and neck
'35286',61,(61) other or procedures on vessels other than head and neck
'35301',51,"(51) endarterectomy, vessel of head and neck"
'35302',60,(60) embolectomy and endarterectomy of lower limbs
'35303',60,(60) embolectomy and endarterectomy of lower limbs
'35304',60,(60) embolectomy and endarterectomy of lower limbs
'35305',60,(60) embolectomy and endarterectomy of lower limbs
'35311',61,(61) other or procedures on vessels other than head and neck
'35321',61,(61) other or procedures on vessels other than head and neck
'35331',61,(61) other or procedures on vessels other than head and neck
'35341',61,(61) other or procedures on vessels other than head and neck
'35351',61,(61) other or procedures on vessels other than head and neck
'35355',60,(60) embolectomy and endarterectomy of lower limbs
'35361',60,(60) embolectomy and endarterectomy of lower limbs
'35363',60,(60) embolectomy and endarterectomy of lower limbs
'35371',60,(60) embolectomy and endarterectomy of lower limbs
'35372',60,(60) embolectomy and endarterectomy of lower limbs
'35381',60,(60) embolectomy and endarterectomy of lower limbs
'35450',61,(61) other or procedures on vessels other than head and neck
'35452',61,(61) other or procedures on vessels other than head and neck
'35454',60,(60) embolectomy and endarterectomy of lower limbs
'35456',60,(60) embolectomy and endarterectomy of lower limbs
'35458',61,(61) other or procedures on vessels other than head and neck
'35459',60,(60) embolectomy and endarterectomy of lower limbs
'35460',61,(61) other or procedures on vessels other than head and neck
'35480',61,(61) other or procedures on vessels other than head and neck
'35481',61,(61) other or procedures on vessels other than head and neck
'35482',60,(60) embolectomy and endarterectomy of lower limbs
'35483',60,(60) embolectomy and endarterectomy of lower limbs
'35484',61,(61) other or procedures on vessels other than head and neck
'35485',60,(60) embolectomy and endarterectomy of lower limbs
'35501',56,"(56) other vascular bypass and shunt, not heart"
'35506',56,"(56) other vascular bypass and shunt, not heart"
'35507',56,"(56) other vascular bypass and shunt, not heart"
'35508',56,"(56) other vascular bypass and shunt, not heart"
'35509',56,"(56) other vascular bypass and shunt, not heart"
'35510',56,"(56) other vascular bypass and shunt, not heart"
'35511',56,"(56) other vascular bypass and shunt, not heart"
'35512',56,"(56) other vascular bypass and shunt, not heart"
'35515',56,"(56) other vascular bypass and shunt, not heart"
'35516',55,(55) peripheral vascular bypass
'35518',55,(55) peripheral vascular bypass
'35521',55,(55) peripheral vascular bypass
'35522',55,(55) peripheral vascular bypass
'35523',55,(55) peripheral vascular bypass
'35525',55,(55) peripheral vascular bypass
'35526',56,"(56) other vascular bypass and shunt, not heart"
'35531',56,"(56) other vascular bypass and shunt, not heart"
'35533',55,(55) peripheral vascular bypass
'35535',56,"(56) other vascular bypass and shunt, not heart"
'35536',56,"(56) other vascular bypass and shunt, not heart"
'35537',55,(55) peripheral vascular bypass
'35538',55,(55) peripheral vascular bypass
'35539',55,(55) peripheral vascular bypass
'35540',55,(55) peripheral vascular bypass
'35541',55,(55) peripheral vascular bypass
'35546',55,(55) peripheral vascular bypass
'35548',55,(55) peripheral vascular bypass
'35549',55,(55) peripheral vascular bypass
'35551',55,(55) peripheral vascular bypass
'35556',55,(55) peripheral vascular bypass
'35558',55,(55) peripheral vascular bypass
'35560',56,"(56) other vascular bypass and shunt, not heart"
'35563',56,"(56) other vascular bypass and shunt, not heart"
'35565',55,(55) peripheral vascular bypass
'35566',55,(55) peripheral vascular bypass
'35570',55,(55) peripheral vascular bypass
'35571',55,(55) peripheral vascular bypass
'35583',55,(55) peripheral vascular bypass
'35585',55,(55) peripheral vascular bypass
'35587',55,(55) peripheral vascular bypass
'35601',56,"(56) other vascular bypass and shunt, not heart"
'35606',56,"(56) other vascular bypass and shunt, not heart"
'35612',56,"(56) other vascular bypass and shunt, not heart"
'35616',55,(55) peripheral vascular bypass
'35621',55,(55) peripheral vascular bypass
'35623',55,(55) peripheral vascular bypass
'35626',56,"(56) other vascular bypass and shunt, not heart"
'35631',56,"(56) other vascular bypass and shunt, not heart"
'35632',56,"(56) other vascular bypass and shunt, not heart"
'35633',56,"(56) other vascular bypass and shunt, not heart"
'35634',56,"(56) other vascular bypass and shunt, not heart"
'35636',56,"(56) other vascular bypass and shunt, not heart"
'35637',55,(55) peripheral vascular bypass
'35638',55,(55) peripheral vascular bypass
'35641',55,(55) peripheral vascular bypass
'35642',56,"(56) other vascular bypass and shunt, not heart"
'35645',56,"(56) other vascular bypass and shunt, not heart"
'35646',55,(55) peripheral vascular bypass
'35647',55,(55) peripheral vascular bypass
'35650',55,(55) peripheral vascular bypass
'35651',55,(55) peripheral vascular bypass
'35654',55,(55) peripheral vascular bypass
'35656',55,(55) peripheral vascular bypass
'35661',55,(55) peripheral vascular bypass
'35663',56,"(56) other vascular bypass and shunt, not heart"
'35665',55,(55) peripheral vascular bypass
'35666',55,(55) peripheral vascular bypass
'35671',55,(55) peripheral vascular bypass
'35691',59,(59) other or procedures on vessels of head and neck
'35693',59,(59) other or procedures on vessels of head and neck
'35694',59,(59) other or procedures on vessels of head and neck
'35695',59,(59) other or procedures on vessels of head and neck
'35701',59,(59) other or procedures on vessels of head and neck
'35721',61,(61) other or procedures on vessels other than head and neck
'35741',61,(61) other or procedures on vessels other than head and neck
'35761',61,(61) other or procedures on vessels other than head and neck
'35800',59,(59) other or procedures on vessels of head and neck
'35820',61,(61) other or procedures on vessels other than head and neck
'35840',61,(61) other or procedures on vessels other than head and neck
'35860',61,(61) other or procedures on vessels other than head and neck
'35870',61,(61) other or procedures on vessels other than head and neck
'35875',61,(61) other or procedures on vessels other than head and neck
'35876',61,(61) other or procedures on vessels other than head and neck
'35879',61,(61) other or procedures on vessels other than head and neck
'35881',61,(61) other or procedures on vessels other than head and neck
'35883',61,(61) other or procedures on vessels other than head and neck
'35884',61,(61) other or procedures on vessels other than head and neck
'35901',51,"(51) endarterectomy, vessel of head and neck"
'35903',60,(60) embolectomy and endarterectomy of lower limbs
'35905',61,(61) other or procedures on vessels other than head and neck
'35907',61,(61) other or procedures on vessels other than head and neck
'36260',61,(61) other or procedures on vessels other than head and neck
'36680',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'36800',57,"(57) creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis"
'36810',57,"(57) creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis"
'36815',57,"(57) creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis"
'36818',57,"(57) creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis"
'36819',57,"(57) creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis"
'36820',57,"(57) creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis"
'36821',57,"(57) creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis"
'36822',50,(50) extracorporeal circulation auxiliary to open heart procedures
'36823',54,"(54) other vascular catheterization, not heart"
'36825',57,"(57) creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis"
'36830',57,"(57) creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis"
'36831',61,(61) other or procedures on vessels other than head and neck
'36832',57,"(57) creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis"
'36833',57,"(57) creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis"
'36834',57,"(57) creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis"
'36835',57,"(57) creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis"
'36838',63,(63) other non-or therapeutic cardiovascular procedures
'37140',56,"(56) other vascular bypass and shunt, not heart"
'37145',56,"(56) other vascular bypass and shunt, not heart"
'37160',56,"(56) other vascular bypass and shunt, not heart"
'37180',56,"(56) other vascular bypass and shunt, not heart"
'37181',56,"(56) other vascular bypass and shunt, not heart"
'37182',56,"(56) other vascular bypass and shunt, not heart"
'37184',61,(61) other or procedures on vessels other than head and neck
'37187',61,(61) other or procedures on vessels other than head and neck
'37188',61,(61) other or procedures on vessels other than head and neck
'37191',63,(63) other non-or therapeutic cardiovascular procedures
'37192',63,(63) other non-or therapeutic cardiovascular procedures
'37193',63,(63) other non-or therapeutic cardiovascular procedures
'37204',61,(61) other or procedures on vessels other than head and neck
'37205',61,(61) other or procedures on vessels other than head and neck
'37207',61,(61) other or procedures on vessels other than head and neck
'37210',61,(61) other or procedures on vessels other than head and neck
'37215',59,(59) other or procedures on vessels of head and neck
'37216',59,(59) other or procedures on vessels of head and neck
'37217',61,(61) other or procedures on vessels other than head and neck
'37218',61,(61) other or procedures on vessels other than head and neck
'37220',61,(61) other or procedures on vessels other than head and neck
'37221',61,(61) other or procedures on vessels other than head and neck
'37224',61,(61) other or procedures on vessels other than head and neck
'37225',61,(61) other or procedures on vessels other than head and neck
'37226',61,(61) other or procedures on vessels other than head and neck
'37227',61,(61) other or procedures on vessels other than head and neck
'37228',61,(61) other or procedures on vessels other than head and neck
'37229',61,(61) other or procedures on vessels other than head and neck
'37230',61,(61) other or procedures on vessels other than head and neck
'37231',61,(61) other or procedures on vessels other than head and neck
'37236',61,(61) other or procedures on vessels other than head and neck
'37238',61,(61) other or procedures on vessels other than head and neck
'37500',61,(61) other or procedures on vessels other than head and neck
'37565',59,(59) other or procedures on vessels of head and neck
'37600',59,(59) other or procedures on vessels of head and neck
'37605',59,(59) other or procedures on vessels of head and neck
'37606',59,(59) other or procedures on vessels of head and neck
'37607',61,(61) other or procedures on vessels other than head and neck
'37615',59,(59) other or procedures on vessels of head and neck
'37616',61,(61) other or procedures on vessels other than head and neck
'37617',61,(61) other or procedures on vessels other than head and neck
'37618',61,(61) other or procedures on vessels other than head and neck
'37619',61,(61) other or procedures on vessels other than head and neck
'37620',61,(61) other or procedures on vessels other than head and neck
'37650',61,(61) other or procedures on vessels other than head and neck
'37660',61,(61) other or procedures on vessels other than head and neck
'37700',53,"(53) varicose vein stripping, lower limb"
'37718',53,"(53) varicose vein stripping, lower limb"
'37722',53,"(53) varicose vein stripping, lower limb"
'37735',53,"(53) varicose vein stripping, lower limb"
'37760',53,"(53) varicose vein stripping, lower limb"
'37761',53,"(53) varicose vein stripping, lower limb"
'37765',53,"(53) varicose vein stripping, lower limb"
'37766',53,"(53) varicose vein stripping, lower limb"
'37780',53,"(53) varicose vein stripping, lower limb"
'37785',53,"(53) varicose vein stripping, lower limb"
'37788',61,(61) other or procedures on vessels other than head and neck
'37790',61,(61) other or procedures on vessels other than head and neck
'38100',66,(66) procedures on spleen
'38101',66,(66) procedures on spleen
'38115',66,(66) procedures on spleen
'38120',66,(66) procedures on spleen
'38308',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38380',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38381',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38382',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38510',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38520',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38525',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38542',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38550',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38555',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38562',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38564',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38571',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38572',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38700',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38720',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38724',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38740',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38745',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38760',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38765',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38770',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'38780',67,"(67) other therapeutic procedures, hemic and lymphatic system"
'39000',42,(42) other or therapeutic procedures on respiratory system
'39010',42,(42) other or therapeutic procedures on respiratory system
'39200',42,(42) other or therapeutic procedures on respiratory system
'39220',42,(42) other or therapeutic procedures on respiratory system
'39501',42,(42) other or therapeutic procedures on respiratory system
'39502',86,(86) other hernia repair
'39503',86,(86) other hernia repair
'39520',86,(86) other hernia repair
'39530',86,(86) other hernia repair
'39531',86,(86) other hernia repair
'39540',86,(86) other hernia repair
'39541',86,(86) other hernia repair
'39545',42,(42) other or therapeutic procedures on respiratory system
'39560',42,(42) other or therapeutic procedures on respiratory system
'39561',42,(42) other or therapeutic procedures on respiratory system
'40500',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40510',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40520',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40525',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40527',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40530',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40700',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40701',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40702',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40720',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40761',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40814',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40816',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40818',172,(172) skin graft
'40840',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40842',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40843',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40844',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'40845',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41016',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41017',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41018',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41114',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41120',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41130',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41135',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41140',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41145',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41150',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41153',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41155',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41500',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41510',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41512',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41520',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41823',29,(29) oral and dental services
'41827',29,(29) oral and dental services
'41830',29,(29) oral and dental services
'41870',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41872',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'41874',29,(29) oral and dental services
'42107',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42120',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42140',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42145',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42200',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42205',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42210',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42215',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42220',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42225',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42226',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42227',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42235',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42260',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42281',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42305',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42335',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42340',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42408',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42410',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42415',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42420',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42425',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42426',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42440',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42450',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42500',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42505',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42507',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42508',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42509',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42510',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42600',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42665',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42725',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42815',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42820',30,(30) tonsillectomy and/or adenoidectomy
'42821',30,(30) tonsillectomy and/or adenoidectomy
'42825',30,(30) tonsillectomy and/or adenoidectomy
'42826',30,(30) tonsillectomy and/or adenoidectomy
'42830',30,(30) tonsillectomy and/or adenoidectomy
'42831',30,(30) tonsillectomy and/or adenoidectomy
'42835',30,(30) tonsillectomy and/or adenoidectomy
'42836',30,(30) tonsillectomy and/or adenoidectomy
'42842',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42844',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42845',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42860',30,(30) tonsillectomy and/or adenoidectomy
'42870',30,(30) tonsillectomy and/or adenoidectomy
'42890',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42892',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42894',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42950',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42953',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42955',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42961',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42962',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42971',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'42972',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'43020',94,(94) other or upper gi therapeutic procedures
'43030',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'43045',94,(94) other or upper gi therapeutic procedures
'43100',94,(94) other or upper gi therapeutic procedures
'43101',94,(94) other or upper gi therapeutic procedures
'43107',94,(94) other or upper gi therapeutic procedures
'43108',94,(94) other or upper gi therapeutic procedures
'43112',94,(94) other or upper gi therapeutic procedures
'43113',94,(94) other or upper gi therapeutic procedures
'43116',94,(94) other or upper gi therapeutic procedures
'43117',94,(94) other or upper gi therapeutic procedures
'43118',94,(94) other or upper gi therapeutic procedures
'43121',94,(94) other or upper gi therapeutic procedures
'43122',94,(94) other or upper gi therapeutic procedures
'43123',94,(94) other or upper gi therapeutic procedures
'43124',94,(94) other or upper gi therapeutic procedures
'43130',94,(94) other or upper gi therapeutic procedures
'43135',94,(94) other or upper gi therapeutic procedures
'43279',94,(94) other or upper gi therapeutic procedures
'43280',94,(94) other or upper gi therapeutic procedures
'43281',86,(86) other hernia repair
'43282',86,(86) other hernia repair
'43284',94,(94) other or upper gi therapeutic procedures
'43285',94,(94) other or upper gi therapeutic procedures
'43289',87,(87) laparoscopy
'43300',94,(94) other or upper gi therapeutic procedures
'43305',94,(94) other or upper gi therapeutic procedures
'43310',94,(94) other or upper gi therapeutic procedures
'43312',94,(94) other or upper gi therapeutic procedures
'43313',94,(94) other or upper gi therapeutic procedures
'43314',94,(94) other or upper gi therapeutic procedures
'43320',94,(94) other or upper gi therapeutic procedures
'43324',94,(94) other or upper gi therapeutic procedures
'43325',94,(94) other or upper gi therapeutic procedures
'43326',94,(94) other or upper gi therapeutic procedures
'43327',94,(94) other or upper gi therapeutic procedures
'43328',94,(94) other or upper gi therapeutic procedures
'43330',94,(94) other or upper gi therapeutic procedures
'43331',94,(94) other or upper gi therapeutic procedures
'43332',86,(86) other hernia repair
'43333',86,(86) other hernia repair
'43334',86,(86) other hernia repair
'43335',86,(86) other hernia repair
'43336',86,(86) other hernia repair
'43337',86,(86) other hernia repair
'43340',94,(94) other or upper gi therapeutic procedures
'43341',94,(94) other or upper gi therapeutic procedures
'43350',94,(94) other or upper gi therapeutic procedures
'43351',94,(94) other or upper gi therapeutic procedures
'43352',94,(94) other or upper gi therapeutic procedures
'43360',94,(94) other or upper gi therapeutic procedures
'43361',94,(94) other or upper gi therapeutic procedures
'43400',68,(68) injection or ligation of esophageal varices
'43401',94,(94) other or upper gi therapeutic procedures
'43405',94,(94) other or upper gi therapeutic procedures
'43410',94,(94) other or upper gi therapeutic procedures
'43415',94,(94) other or upper gi therapeutic procedures
'43420',94,(94) other or upper gi therapeutic procedures
'43425',94,(94) other or upper gi therapeutic procedures
'43496',75,(75) small bowel resection
'43500',94,(94) other or upper gi therapeutic procedures
'43501',94,(94) other or upper gi therapeutic procedures
'43502',94,(94) other or upper gi therapeutic procedures
'43520',94,(94) other or upper gi therapeutic procedures
'43610',94,(94) other or upper gi therapeutic procedures
'43611',94,(94) other or upper gi therapeutic procedures
'43620',74,"(74) gastrectomy, partial and total"
'43621',74,"(74) gastrectomy, partial and total"
'43622',74,"(74) gastrectomy, partial and total"
'43631',74,"(74) gastrectomy, partial and total"
'43632',74,"(74) gastrectomy, partial and total"
'43633',74,"(74) gastrectomy, partial and total"
'43634',74,"(74) gastrectomy, partial and total"
'43640',94,(94) other or upper gi therapeutic procedures
'43641',94,(94) other or upper gi therapeutic procedures
'43644',244,(244) gastric bypass and volume reduction
'43645',244,(244) gastric bypass and volume reduction
'43647',94,(94) other or upper gi therapeutic procedures
'43648',94,(94) other or upper gi therapeutic procedures
'43651',94,(94) other or upper gi therapeutic procedures
'43652',94,(94) other or upper gi therapeutic procedures
'43653',71,"(71) gastrostomy, temporary and permanent"
'43659',87,(87) laparoscopy
'43770',244,(244) gastric bypass and volume reduction
'43771',244,(244) gastric bypass and volume reduction
'43772',244,(244) gastric bypass and volume reduction
'43773',244,(244) gastric bypass and volume reduction
'43774',244,(244) gastric bypass and volume reduction
'43775',244,(244) gastric bypass and volume reduction
'43800',94,(94) other or upper gi therapeutic procedures
'43810',94,(94) other or upper gi therapeutic procedures
'43820',94,(94) other or upper gi therapeutic procedures
'43825',94,(94) other or upper gi therapeutic procedures
'43830',71,"(71) gastrostomy, temporary and permanent"
'43831',71,"(71) gastrostomy, temporary and permanent"
'43832',71,"(71) gastrostomy, temporary and permanent"
'43840',94,(94) other or upper gi therapeutic procedures
'43842',244,(244) gastric bypass and volume reduction
'43843',244,(244) gastric bypass and volume reduction
'43845',244,(244) gastric bypass and volume reduction
'43846',244,(244) gastric bypass and volume reduction
'43847',244,(244) gastric bypass and volume reduction
'43848',244,(244) gastric bypass and volume reduction
'43850',94,(94) other or upper gi therapeutic procedures
'43855',94,(94) other or upper gi therapeutic procedures
'43860',94,(94) other or upper gi therapeutic procedures
'43865',94,(94) other or upper gi therapeutic procedures
'43880',94,(94) other or upper gi therapeutic procedures
'43881',94,(94) other or upper gi therapeutic procedures
'43882',94,(94) other or upper gi therapeutic procedures
'43886',244,(244) gastric bypass and volume reduction
'43887',244,(244) gastric bypass and volume reduction
'43888',244,(244) gastric bypass and volume reduction
'44005',90,"(90) excision, lysis peritoneal adhesions"
'44010',92,(92) other bowel diagnostic procedures
'44020',92,(92) other bowel diagnostic procedures
'44021',96,(96) other or lower gi therapeutic procedures
'44025',92,(92) other bowel diagnostic procedures
'44050',96,(96) other or lower gi therapeutic procedures
'44055',96,(96) other or lower gi therapeutic procedures
'44110',79,(79) local excision of large intestine lesion (not endoscopic)
'44111',79,(79) local excision of large intestine lesion (not endoscopic)
'44120',75,(75) small bowel resection
