ndc,drug_name,generic_name,opioid_ingredient1,opioid_ingredient2,form,route,strength,strength_uom,package_size,manufacturer,startdate,enddate,status
47463036460,hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,NA,NA,325 mg-7.5 mg,NA,60,NA,NA,NA,NA
47463036471,hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,NA,NA,325 mg-7.5 mg,NA,120,NA,NA,NA,NA
47463036490,hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,NA,NA,325 mg-7.5 mg,NA,90,NA,NA,NA,NA
47463036530,hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,NA,NA,325 mg-5 mg,NA,30,NA,NA,NA,NA
47463043071,hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,NA,NA,650 mg-10 mg,NA,120,NA,NA,NA,NA
47463060500,acetaminophen-propoxyphene napsylate,acetaminophen; propoxyphene napsylate,propoxyphene,NA,NA,NA,650 mg-100 mg,NA,100,NA,NA,NA,NA
47463060512,acetaminophen-propoxyphene napsylate,acetaminophen; propoxyphene napsylate,propoxyphene,NA,NA,NA,650 mg-100 mg,NA,12,NA,NA,NA,NA
47463060515,propoxyphene napsylate/acetaminophen,acetaminophen; propoxyphene napsylate,propoxyphene,NA,NA,NA,650 mg-100 mg,NA,15,NA,NA,NA,NA
47463060520,acetaminophen-propoxyphene napsylate,acetaminophen; propoxyphene napsylate,propoxyphene,NA,NA,NA,650 mg-100 mg,NA,20,NA,NA,NA,NA
47463060530,acetaminophen-propoxyphene napsylate,acetaminophen; propoxyphene napsylate,propoxyphene,NA,NA,NA,650 mg-100 mg,NA,30,NA,NA,NA,NA
47463060540,acetaminophen-propoxyphene napsylate,acetaminophen; propoxyphene napsylate,propoxyphene,NA,NA,NA,650 mg-100 mg,NA,40,NA,NA,NA,NA
47463060560,acetaminophen-propoxyphene napsylate,acetaminophen; propoxyphene napsylate,propoxyphene,NA,NA,NA,650 mg-100 mg,NA,60,NA,NA,NA,NA
47463060590,acetaminophen-propoxyphene napsylate,acetaminophen; propoxyphene napsylate,propoxyphene,NA,NA,NA,650 mg-100 mg,NA,90,NA,NA,NA,NA
47463080115,tramadol hcl,tramadol hydrochloride,tramadol,NA,NA,NA,50 mg,NA,15,NA,NA,NA,NA
47463080130,tramadol hcl,tramadol hydrochloride,tramadol,NA,NA,NA,50 mg,NA,30,NA,NA,NA,NA
47463080160,tramadol hcl,tramadol hydrochloride,tramadol,NA,NA,NA,50 mg,NA,60,NA,NA,NA,NA
47463080190,tramadol hcl,tramadol hydrochloride,tramadol,NA,NA,NA,50 mg,NA,90,NA,NA,NA,NA
47463080230,tramadol hcl/acetaminophen,acetaminophen; tramadol hydrochloride,tramadol,NA,NA,NA,325 mg-37.5 mg,NA,30,NA,NA,NA,NA
47463080260,tramadol hcl/acetaminophen,acetaminophen; tramadol hydrochloride,tramadol,NA,NA,NA,325 mg-37.5 mg,NA,60,NA,NA,NA,NA
47463084430,tramadol hcl,tramadol hydrochloride,tramadol,NA,NA,NA,200 mg,NA,30,NA,NA,NA,NA
47463084530,ultram er,tramadol hydrochloride,tramadol,NA,NA,NA,300 mg,NA,30,NA,NA,NA,NA
47463085130,tramadol hcl,tramadol hydrochloride,tramadol,NA,NA,NA,100 mg,NA,30,NA,NA,NA,NA
47463300130,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,30,pallirx,NA,NA,inactive
47463300212,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,120,pallirx,NA,NA,inactive
47463300215,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,15,pallirx,NA,NA,inactive
47463300220,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,20,pallirx,NA,NA,inactive
47463300230,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,30,pallirx,NA,NA,inactive
47463300260,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,60,pallirx,NA,NA,inactive
47463300290,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-500,mg,90,pallirx,NA,NA,inactive
47463300612,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,10-325,mg,120,pallirx,NA,NA,active
47463300615,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,10-325,mg,150,pallirx,NA,NA,active
47463300618,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,10-325,mg,180,pallirx,NA,NA,active
47463300630,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,10-325,mg,30,pallirx,NA,NA,active
47463300660,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,10-325,mg,60,pallirx,NA,NA,active
47463300690,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,10-325,mg,90,pallirx,NA,NA,active
47463300815,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,15,pallirx,NA,NA,inactive
47463300830,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,30,pallirx,NA,NA,inactive
47463300845,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,45,pallirx,NA,NA,inactive
47463300860,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,60,pallirx,NA,NA,inactive
47463300890,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,90,pallirx,NA,NA,inactive
47463300912,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-325,mg,120,pallirx,NA,NA,active
47463300990,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-325,mg,90,pallirx,NA,NA,active
47463303330,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-325,mg,30,pallirx,NA,NA,active
47463850230,tramadol,tramadol,tramadol,NA,tablet,oral,50,mg,30,pallirx,NA,NA,active
47463850260,tramadol,tramadol,tramadol,NA,tablet,oral,50,mg,60,pallirx,NA,NA,active
47463850290,tramadol,tramadol,tramadol,NA,tablet,oral,50,mg,90,pallirx,NA,NA,active
47471002401,codaca no.3,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,100,arkansas corp,NA,NA,inactive
47471002402,codaca no.3,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,1000,arkansas corp,NA,NA,inactive
47471002501,codaca no.4,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,100,arkansas corp,NA,NA,inactive
47649055010,megagesic,hydrocodone; paracetamol,hydrocodone,NA,capsule,oral,5-500,mg,100,shoals,NA,NA,inactive
47649055110,megamor,hydrocodone; paracetamol,hydrocodone,NA,capsule,oral,5-500,mg,100,shoals,NA,NA,inactive
47679070101,propoxyphene n-acetaminophen,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,100,baxter pharm.,NA,NA,inactive
47679070103,propoxyphene n-acetaminophen,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,500,baxter pharm.,NA,NA,inactive
47679070135,propoxyphene n-acetaminophen,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,100,baxter pharm.,NA,NA,inactive
47679070173,propoxyphene n-acetaminophen,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-650,mg,100,baxter pharm.,NA,NA,inactive
47679075184,morphine,morphine,morphine,NA,syringe,injection,1,mg/ml,30,baxter pharm.,NA,NA,inactive
47679075185,morphine (pf),morphine,morphine,NA,solution,injection,1,mg/ml,60,baxter pharm.,NA,NA,active
47679075285,morphine (pf),morphine,morphine,NA,solution,injection,2,mg/ml,60,baxter pharm.,NA,NA,inactive
47679075385,morphine (pf),morphine,morphine,NA,solution,injection,3,mg/ml,50,baxter pharm.,NA,NA,inactive
47679080101,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,100,baxter pharm.,NA,NA,active
47679080104,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,1000,baxter pharm.,NA,NA,active
47679080201,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,100,baxter pharm.,NA,NA,active
47679080203,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,500,baxter pharm.,NA,NA,active
47679080401,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-30,mg,100,baxter pharm.,NA,NA,inactive
47679080404,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-30,mg,1000,baxter pharm.,NA,NA,inactive
47679082901,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,100,baxter pharm.,NA,NA,inactive
47679083001,meperidine,meperidine,meperidine,NA,tablet,oral,100,mg,100,baxter pharm.,NA,NA,active
47679083101,meperidine,meperidine,meperidine,NA,tablet,oral,50,mg,100,baxter pharm.,NA,NA,active
47679083201,oxycodone-acetaminophen,oxycodone; paracetamol,oxycodone,NA,tablet,oral,5-325,mg,100,baxter pharm.,NA,NA,active
47679083301,oxycodone hcl-oxycodone-asa,oxycodone; acetylsalicyclic acid,oxycodone,NA,tablet,oral,4.5-0.38-325,mg,100,baxter pharm.,NA,NA,inactive
47679083601,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-60,mg,100,baxter pharm.,NA,NA,inactive
47679083701,aspirin w/codeine,aspirin; codeine phosphate,codeine,NA,NA,NA,300 mg-15 mg,NA,100,NA,NA,NA,NA
47679084190,morphine,morphine,morphine,NA,solution,injection,15,mg/ml,20,baxter pharm.,NA,NA,active
47679088790,hydromorphone,hydromorphone,hydromorphone,NA,solution,injection,2,mg/ml,20,baxter pharm.,NA,NA,active
47679089090,morphine,morphine,morphine,NA,solution,injection,25,mg/ml,20,baxter pharm.,2/1/91,2/1/91,inactive
47781019601,oxycodone-acetaminophen,oxycodone; paracetamol,oxycodone,NA,tablet,oral,5-325,mg,100,alvogen inc,3/8/16,3/8/16,active
47781019605,oxycodone-acetaminophen,oxycodone; paracetamol,oxycodone,NA,tablet,oral,5-325,mg,500,alvogen inc,3/8/16,3/8/16,active
47781019663,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,NA,5-325,mg/1,250 tablet in 1 bottle (47781-196-63),NA,NA,NA,NA
47781022901,oxycodone-acetaminophen,oxycodone; paracetamol,oxycodone,NA,tablet,oral,7.5-325,mg,100,alvogen inc,7/25/12,7/25/12,active
47781022905,oxycodone-acetaminophen,oxycodone; paracetamol,oxycodone,NA,tablet,oral,7.5-325,mg,500,alvogen inc,7/25/12,7/25/12,active
47781022963,oxycodone-acetaminophen,oxycodone; paracetamol,oxycodone,NA,tablet,oral,7.5-325,mg,250,alvogen inc,7/25/12,7/25/12,active
47781023001,oxycodone-acetaminophen,oxycodone; paracetamol,oxycodone,NA,tablet,oral,10-325,mg,100,alvogen inc,7/25/12,7/25/12,active
47781023005,oxycodone-acetaminophen,oxycodone; paracetamol,oxycodone,NA,tablet,oral,10-325,mg,500,alvogen inc,7/25/12,7/25/12,active
47781023063,oxycodone-acetaminophen,oxycodone; paracetamol,oxycodone,NA,tablet,oral,10-325,mg,250,alvogen inc,7/25/12,7/25/12,active
47781026301,oxycodone,oxycodone,oxycodone,NA,tablet,oral,5,mg,100,alvogen inc,12/30/11,12/30/11,active
47781026305,oxycodone,oxycodone,oxycodone,NA,tablet,oral,5,mg,500,alvogen inc,12/30/11,12/30/11,active
47781026401,oxycodone,oxycodone,oxycodone,NA,tablet,oral,15,mg,100,alvogen inc,12/30/11,12/30/11,active
47781026405,oxycodone,oxycodone,oxycodone,NA,tablet,oral,15,mg,500,alvogen inc,12/30/11,12/30/11,active
47781026501,oxycodone,oxycodone,oxycodone,NA,tablet,oral,30,mg,100,alvogen inc,12/30/11,12/30/11,active
47781026505,oxycodone,oxycodone,oxycodone,NA,tablet,oral,30,mg,500,alvogen inc,12/30/11,12/30/11,active
47781035503,buprenorphine and naloxone,buprenorphine; naloxone,naloxone,buprenorphine,film,buccal; sublingual,"2 mg/1,                         .5  mg/1",NA,30 pouch in 1 carton (47781-355-03)  > 1 film in 1 pouch (47781-355-11),alvogen inc.,NA,NA,NA
47781035603,buprenorphine and naloxone,buprenorphine; naloxone,naloxone,buprenorphine,film,buccal; sublingual,"4 mg/1,                         1  mg/1",NA,30 pouch in 1 carton (47781-356-03)  > 1 film in 1 pouch (47781-356-11),alvogen inc.,NA,NA,NA
47781035703,buprenorphine and naloxone,buprenorphine; naloxone,naloxone,buprenorphine,film,buccal; sublingual,"8 mg/1,                         2  mg/1",NA,30 pouch in 1 carton (47781-357-03)  > 1 film in 1 pouch (47781-357-11),alvogen inc.,NA,NA,NA
47781035803,buprenorphine and naloxone,buprenorphine; naloxone,naloxone,buprenorphine,film,buccal; sublingual,"12 mg/1,                         3  mg/1",NA,30 pouch in 1 carton (47781-358-03)  > 1 film in 1 pouch (47781-358-11),alvogen inc.,NA,NA,NA
47781042311,fentanyl,fentanyl,fentanyl,NA,patch,transdermal,12.5,ug/1,1 pouch in 1 carton (47781-423-47) > 5 patch in 1 pouch (47781-423-11),"alvogen, inc.",11/4/16,NA,NA
47781042347,fentanyl,fentanyl,fentanyl,NA,patch 72 hour,transdermal,12,mcg/hr,5,alvogen inc,11/4/16,11/4/16,active
47781042411,fentanyl,fentanyl,fentanyl,NA,patch,transdermal,25,ug/1,1 pouch in 1 carton (47781-424-47) > 5 patch in 1 pouch (47781-424-11),"alvogen, inc.",11/4/16,NA,NA
47781042447,fentanyl,fentanyl,fentanyl,NA,patch 72 hour,transdermal,25,mcg/hr,5,alvogen inc,11/4/16,11/4/16,active
47781042611,subsys,fentanyl,fentanyl,NA,spray,transdermal,50,ug/1,1 pouch in 1 carton (47781-426-47) > 5 patch in 1 pouch (47781-426-11),"alvogen, inc.",11/4/16,NA,NA
47781042647,fentanyl,fentanyl,fentanyl,NA,patch 72 hour,transdermal,50,mcg/hr,5,alvogen inc,11/4/16,11/4/16,active
47781042711,subsys,fentanyl,fentanyl,NA,spray,transdermal,75,ug/1,1 pouch in 1 carton (47781-427-47) > 5 patch in 1 pouch (47781-427-11),"alvogen, inc.",11/4/16,NA,NA
47781042747,fentanyl,fentanyl,fentanyl,NA,patch 72 hour,transdermal,75,mcg/hr,5,alvogen inc,11/4/16,11/4/16,active
47781042811,subsys,fentanyl,fentanyl,NA,spray,transdermal,100,ug/1,1 pouch in 1 carton (47781-428-47) > 5 patch in 1 pouch (47781-428-11),"alvogen, inc.",11/4/16,NA,NA
47781042847,fentanyl,fentanyl,fentanyl,NA,patch 72 hour,transdermal,100,mcg/hr,5,alvogen inc,11/4/16,11/4/16,active
48253015701,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,100,trust pharm.,NA,NA,active
48253015801,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,100,trust pharm.,NA,NA,active
48253079601,propoxyphene hcl,propoxyphene hydrochloride,propoxyphene,NA,NA,NA,65 mg,NA,100,NA,NA,NA,NA
48253079705,propoxyphene hcl compound,aspirin; caffeine; propoxyphene hydrochloride,propoxyphene,NA,NA,NA,65 mg,NA,500,NA,NA,NA,NA
48433020001,morphine sulfate,morphine sulfate,morphine,NA,solution,oral,20,mg/ml,1 ml in 1 syringe (48433-200-01),"safecor health, llc",1/17/13,NA,NA
48433020047,morphine sulfate,morphine sulfate,morphine,NA,solution,oral,20,mg/ml,.25 ml in 1 syringe (48433-200-47),"safecor health, llc",1/17/13,NA,NA
48433020055,morphine sulfate,morphine sulfate,morphine,NA,solution,oral,20,mg/ml,.5 ml in 1 syringe (48433-200-55),"safecor health, llc",1/17/13,NA,NA
48433034747,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,NA,NA,20,mg/ml,.25 ml in 1 syringe (48433-347-47),NA,NA,NA,NA
48433034755,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,NA,NA,20,mg/ml,.5 ml in 1 syringe (48433-347-55),NA,NA,NA,NA
48534092011,hyco-pap,hydrocodone; paracetamol,hydrocodone,NA,NA,NA,NA,NA,100,NA,NA,NA,inactive
48534094211,hyco-pap,hydrocodone; paracetamol,hydrocodone,NA,capsule,oral,5-500,mg,100,la salle,NA,NA,inactive
48949054201,j-cet,dextropropoxyphene,propoxyphene,NA,tablet,oral,65-650,mg,100,jesse haddock,NA,NA,inactive
48949054205,j-cet,dextropropoxyphene,propoxyphene,NA,tablet,oral,65-650,mg,500,jesse haddock,NA,NA,inactive
49335010201,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,100,prof services,NA,NA,active
49335010202,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,1000,prof services,NA,NA,active
49335010205,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,500,prof services,NA,NA,active
49335011201,acetaminophen w/codeine,acetaminophen; codeine phosphate,codeine,NA,NA,NA,60 mg,NA,100,NA,NA,NA,NA
49335011202,acetaminophen w/codeine,acetaminophen; codeine phosphate,codeine,NA,NA,NA,60 mg,NA,1000,NA,NA,NA,NA
49335011205,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,500,prof services,NA,NA,active
49335011501,aspirin w/codeine,aspirin; codeine phosphate,codeine,NA,NA,NA,325 mg-30 mg,NA,100,NA,NA,NA,NA
49335011502,aspirin w/codeine,aspirin; codeine phosphate,codeine,NA,NA,NA,325 mg-30 mg,NA,1000,NA,NA,NA,NA
49335011505,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-30,mg,500,prof services,NA,NA,inactive
49335011601,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-60,mg,100,prof services,NA,NA,inactive
49335011602,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-60,mg,1000,prof services,NA,NA,inactive
49335011605,aspirin-codeine,codeine,codeine,NA,tablet,oral,325-60,mg,500,prof services,NA,NA,inactive
49335201901,propoxyphene hcl,propoxyphene hydrochloride,propoxyphene,NA,NA,NA,65 mg,NA,100,NA,NA,NA,NA
49335201902,propoxyphene hcl,propoxyphene hydrochloride,propoxyphene,NA,NA,NA,65 mg,NA,1000,NA,NA,NA,NA
49335201905,propoxyphene hcl,propoxyphene hydrochloride,propoxyphene,NA,NA,NA,65 mg,NA,500,NA,NA,NA,NA
49349055402,buprenorphine hydrochloride,buprenorphine hydrochloride,buprenorphine,NA,tablet,oral,2,mg/1,30 tablet in 1 blister pack (49349-554-02),remedyrepack inc.,12/7/10,NA,NA
49349067102,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,5-325,mg/1,30 tablet in 1 blister pack (49349-671-02),remedyrepack inc.,3/10/11,NA,NA
49349068902,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,5-325,mg/1,30 tablet in 1 blister pack (49349-689-02),remedyrepack inc.,3/16/11,NA,NA
49349092602,acetaminophen and codeine,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,300-60,mg/1,30 tablet in 1 blister pack (49349-926-02),remedyrepack inc.,3/22/12,NA,NA
49452002702,codeine phosphate (bulk),codeine phosphate (bulk),codeine,NA,powder,miscellaneous,100,%,25,spectrum,NA,NA,active
49452002703,codeine phosphate (bulk),codeine phosphate (bulk),codeine,NA,powder,miscellaneous,100,%,5,spectrum,NA,NA,active
49452002704,codeine phosphate,codeine phosphate,codeine,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
49452002801,morphine (bulk),morphine,morphine,NA,powder,miscellaneous,100,%,5,spectrum,NA,NA,active
49452002802,morphine (bulk),morphine,morphine,NA,powder,miscellaneous,100,%,25,spectrum,NA,NA,active
49452002803,morphine (bulk),morphine,morphine,NA,powder,miscellaneous,100,%,100,spectrum,NA,NA,active
49452002804,morphine (bulk),morphine,morphine,NA,powder,miscellaneous,100,%,250,spectrum,NA,NA,active
49452002901,hydromorphone (bulk),hydromorphone,hydromorphone,NA,powder,miscellaneous,100,%,1,spectrum,NA,NA,active
49452002902,hydromorphone (bulk),hydromorphone,hydromorphone,NA,powder,miscellaneous,100,%,5,spectrum,NA,NA,active
49452002903,hydromorphone hcl,hydromorphone hydrochloride,hydromorphone,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
49452002904,hydromorphone (bulk),hydromorphone,hydromorphone,NA,powder,miscellaneous,100,%,25,spectrum,NA,NA,active
49452002909,hydromorphone (bulk),hydromorphone,hydromorphone,NA,powder,miscellaneous,100,%,100,spectrum,NA,NA,active
49452003101,meperidine hcl,meperidine hydrochloride,meperidine,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
49452003102,meperidine (bulk),meperidine,meperidine,NA,powder,miscellaneous,100,%,1,spectrum,NA,NA,active
49452003103,meperidine (bulk),meperidine,meperidine,NA,powder,miscellaneous,100,%,5,spectrum,NA,NA,active
49452003201,fentanyl citrate (bulk),fentanyl,fentanyl,NA,powder,miscellaneous,100,%,1,spectrum,NA,NA,active
49452003202,fentanyl citrate (bulk),fentanyl,fentanyl,NA,powder,miscellaneous,100,%,.1,spectrum,NA,NA,active
49452003203,fentanyl citrate,fentanyl citrate,fentanyl,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
49452003301,hydrocodone bitartrate (bulk),hydrocodone,hydrocodone,NA,powder,miscellaneous,100,%,5,spectrum,NA,NA,active
49452003302,hydrocodone bitartrate (bulk),hydrocodone,hydrocodone,NA,powder,miscellaneous,100,%,1,spectrum,NA,NA,active
49452003303,hydrocodone bitartrate (bulk),hydrocodone,hydrocodone,NA,powder,miscellaneous,100,%,25,spectrum,NA,NA,active
49452003304,hydrocodone bitartrate (bulk),hydrocodone,hydrocodone,NA,powder,miscellaneous,100,%,100,spectrum,NA,NA,active
49452003401,oxycodone (bulk),oxycodone,oxycodone,NA,powder,miscellaneous,100,%,5,spectrum,NA,NA,active
49452003402,oxycodone (bulk),oxycodone,oxycodone,NA,powder,miscellaneous,100,%,1,spectrum,NA,NA,active
49452003403,oxycodone (bulk),oxycodone,oxycodone,NA,powder,miscellaneous,100,%,25,spectrum,NA,NA,active
49452003404,oxycodone (bulk),oxycodone,oxycodone,NA,powder,miscellaneous,100,%,100,spectrum,NA,NA,active
49452129201,buprenorphine hcl (bulk),buprenorphine,buprenorphine,NA,powder,miscellaneous,NA,NA,.1,spectrum,NA,NA,active
49452129202,buprenorphine hcl (bulk),buprenorphine,buprenorphine,NA,powder,miscellaneous,NA,NA,.5,spectrum,NA,NA,active
49452129203,buprenorphine hcl (bulk),buprenorphine,buprenorphine,NA,powder,miscellaneous,NA,NA,1,spectrum,NA,NA,active
49452130401,buprenorphine hydrochloride,buprenorphine hydrochloride,buprenorphine,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
49452130402,buprenorphine hydrochloride,buprenorphine hydrochloride,buprenorphine,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
49452130403,buprenorphine hydrochloride,buprenorphine hydrochloride,buprenorphine,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
49452131701,butorphanol tartrate (bulk),butorphanol,butorphanol,NA,powder,miscellaneous,100,%,.1,spectrum,NA,NA,active
49452131702,butorphanol tartrate (bulk),butorphanol,butorphanol,NA,powder,miscellaneous,100,%,1,spectrum,NA,NA,active
49452455301,methadone (bulk),methadone,methadone,NA,powder,miscellaneous,100,%,5,spectrum,NA,NA,active
49452455302,methadone (bulk),methadone,methadone,NA,powder,miscellaneous,100,%,25,spectrum,NA,NA,active
49452455303,methadone (bulk),methadone,methadone,NA,powder,miscellaneous,100,%,100,spectrum,NA,NA,active
49452480001,nalbuphine (bulk),nalbuphine,nalbuphine,NA,powder,miscellaneous,100,%,.1,spectrum,NA,NA,active
49452480002,nalbuphine (bulk),nalbuphine,nalbuphine,NA,powder,miscellaneous,100,%,1,spectrum,NA,NA,active
49452480003,nalbuphine (bulk),nalbuphine,nalbuphine,NA,powder,miscellaneous,100,%,5,spectrum,NA,NA,active
49452786101,tramadol hcl,tramadol hydrochloride,tramadol,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
49452786102,tramadol hydrochloride (bulk),tramadol,tramadol,NA,powder,miscellaneous,100,%,25,spectrum,NA,NA,active
49452786103,tramadol hcl,tramadol hydrochloride,tramadol,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
49452787501,tramadol hydrochloride (bulk),tramadol,tramadol,NA,powder,miscellaneous,100,%,5,spectrum,NA,NA,active
49452787502,tramadol hcl,tramadol hydrochloride,tramadol,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
49452787503,tramadol hydrochloride (bulk),tramadol,tramadol,NA,powder,miscellaneous,100,%,100,spectrum,NA,NA,active
49452825301,buprenorphine hcl (bulk),buprenorphine,buprenorphine,NA,powder,miscellaneous,NA,NA,.1,spectrum,NA,NA,active
49452825302,buprenorphine hcl (bulk),buprenorphine,buprenorphine,NA,powder,miscellaneous,NA,NA,.5,spectrum,NA,NA,active
49452825303,buprenorphine hcl (bulk),buprenorphine,buprenorphine,NA,powder,miscellaneous,NA,NA,1,spectrum,NA,NA,active
49452825304,buprenorphine hydrochloride,buprenorphine hydrochloride,buprenorphine,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
49452920101,levorphanol tartrate (bulk),levorphanol,levorphanol,NA,powder,miscellaneous,100,%,5,spectrum,NA,NA,active
49452920102,levorphanol tartrate,levorphanol tartrate,levorphanol,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
49452920103,levorphanol tartrate,levorphanol tartrate,levorphanol,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
49452920105,levorphanol tartrate,levorphanol tartrate,levorphanol,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
49452920106,levorphanol tartrate,levorphanol tartrate,levorphanol,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
49502041501,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,100,mylan specialty,6/1/95,6/1/95,inactive
49502041505,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,500,mylan specialty,6/1/95,6/1/95,inactive
49502041601,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-750,mg,100,mylan specialty,6/1/95,6/1/95,inactive
49502041605,hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,NA,NA,750 mg-7.5 mg,NA,500,NA,NA,NA,NA
49502041701,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-650,mg,100,mylan specialty,9/30/87,9/30/87,inactive
49502041705,hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,NA,NA,650 mg-7.5 mg,NA,500,NA,NA,NA,NA
