ndc,drug_name,generic_name,opioid_ingredient1,opioid_ingredient2,strength,strength_uom,manufacturer,status,ingredients,manufacturer_abbr_name,ir_er
'00019158255',hydrocodone bitartrate (bulk),hydrocodone,hydrocodone,NA,.,NA,mallinckrodt,active,NA,NA,NA
'00023041901',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,2.5-325,mg/1,"allergan, inc.",NA,NA,NA,NA
'54569095703',lortab,hydrocodone; paracetamol,hydrocodone,NA,7.5-500,mg,a-s medication,inactive,NA,NA,NA
'54569095704',lortab,hydrocodone; paracetamol,hydrocodone,NA,7.5-500,mg,a-s medication,inactive,NA,NA,NA
'54569095705',lortab,hydrocodone; paracetamol,hydrocodone,NA,7.5-500,mg,a-s medication,inactive,NA,NA,NA
'54569184700',hydrocet,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569229200',anexsia,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,a-s medication,inactive,NA,NA,NA
'54569229201',anexsia,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,a-s medication,inactive,NA,NA,NA
'54569229202',anexsia,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,a-s medication,inactive,NA,NA,NA
'54569262200',lortab asa,hydrocodone; paracetamol,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569262201',lortab asa,hydrocodone; paracetamol,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569273600',vicodin es,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569273601',vicodin es,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569273602',vicodin es,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569273603',vicodin es,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569273604',vicodin es,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569273605',vicodin es,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569292300',damason-p,hydrocodone; aspirin,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569292301',damason-p,hydrocodone; aspirin,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569292302',damason-p,hydrocodone; aspirin,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569292303',damason-p,hydrocodone; aspirin,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569332200',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569332201',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569332202',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569332203',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569332204',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569332205',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569332206',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569332207',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569332208',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569332209',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569378200',lorcet 10/650,hydrocodone; paracetamol,hydrocodone,NA,10-650,mg,a-s medication,inactive,NA,NA,NA
'54569378201',lorcet 10/650,hydrocodone; paracetamol,hydrocodone,NA,10-650,mg,a-s medication,inactive,NA,NA,NA
'54569378300',lortab,hydrocodone; paracetamol,hydrocodone,NA,2.5-167,mg/5 ml,a-s medication,inactive,NA,NA,NA
'54569390900',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569390901',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569390902',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569390903',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569390904',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569390905',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569390906',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569390907',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569390908',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569390909',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569391100',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,a-s medication,inactive,NA,NA,NA
'54569391101',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,a-s medication,inactive,NA,NA,NA
'54569391102',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,a-s medication,inactive,NA,NA,NA
'54569391103',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,a-s medication,inactive,NA,NA,NA
'54569391104',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,a-s medication,inactive,NA,NA,NA
'54569391105',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,a-s medication,inactive,NA,NA,NA
'54569391106',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,a-s medication,inactive,NA,NA,NA
'54569391107',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,a-s medication,inactive,NA,NA,NA
'54569391108',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,a-s medication,inactive,NA,NA,NA
'54569427200',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,a-s medication,inactive,NA,NA,NA
'54569427201',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,a-s medication,inactive,NA,NA,NA
'54569427202',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,a-s medication,inactive,NA,NA,NA
'54569427203',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,a-s medication,inactive,NA,NA,NA
'54569427204',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,a-s medication,inactive,NA,NA,NA
'54569427205',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,a-s medication,inactive,NA,NA,NA
'54569427206',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,a-s medication,inactive,NA,NA,NA
'54569427207',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,a-s medication,inactive,NA,NA,NA
'54569427208',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,a-s medication,inactive,NA,NA,NA
'54569434700',lortab,hydrocodone; paracetamol,hydrocodone,NA,10-500,mg,a-s medication,inactive,NA,NA,NA
'54569434701',lortab,hydrocodone; paracetamol,hydrocodone,NA,10-500,mg,a-s medication,inactive,NA,NA,NA
'54569468500',norco,hydrocodone; paracetamol,hydrocodone,NA,10-325,mg,a-s medication,active,NA,NA,NA
'54569468501',norco,hydrocodone; paracetamol,hydrocodone,NA,10-325,mg,a-s medication,active,NA,NA,NA
'54569468502',norco,hydrocodone; paracetamol,hydrocodone,NA,10-325,mg,a-s medication,active,NA,NA,NA
'54569468503',norco,hydrocodone; paracetamol,hydrocodone,NA,10-325,mg,a-s medication,active,NA,NA,NA
'54569480600',vicoprofen,hydrocodone; ibuprofen,hydrocodone,NA,7.5-200,mg,a-s medication,inactive,NA,NA,NA
'54569480601',vicoprofen,hydrocodone; ibuprofen,hydrocodone,NA,7.5-200,mg,a-s medication,inactive,NA,NA,NA
'54569480602',vicoprofen,hydrocodone; ibuprofen,hydrocodone,NA,7.5-200,mg,a-s medication,inactive,NA,NA,NA
'54569497900',panlor dc,hydrocodone; paracetamol,hydrocodone,NA,356.4 mg-30 mg-16 mg,NA,NA,NA,NA,NA,NA
'54569498700',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,a-s medication,inactive,NA,NA,NA
'54569498701',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,a-s medication,inactive,NA,NA,NA
'54569524000',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,a-s medication,active,NA,NA,NA
'54569524001',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,a-s medication,active,NA,NA,NA
'54569524002',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,a-s medication,active,NA,NA,NA
'54569524003',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,a-s medication,active,NA,NA,NA
'54569524004',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,a-s medication,active,NA,NA,NA
'54569524005',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,a-s medication,active,NA,NA,NA
'54569524006',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,325 mg-10 mg,NA,NA,NA,NA,NA,NA
'54569524008',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,a-s medication,active,NA,NA,NA
'54569524009',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,a-s medication,active,NA,NA,NA
'54569524400',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569524402',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569530500',norco,hydrocodone; paracetamol,hydrocodone,NA,7.5-325,mg,a-s medication,active,NA,NA,NA
'54569548100',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,a-s medication,inactive,NA,NA,NA
'54569548101',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,a-s medication,inactive,NA,NA,NA
'54569548102',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,a-s medication,inactive,NA,NA,NA
'54569548103',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,a-s medication,inactive,NA,NA,NA
'54569548105',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,500 mg-10 mg,NA,NA,NA,NA,NA,NA
'54569548106',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,a-s medication,inactive,NA,NA,NA
'54569548107',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,a-s medication,inactive,NA,NA,NA
'54569551700',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569551701',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569551702',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,750 mg-7.5 mg,NA,NA,NA,NA,NA,NA
'54569552300',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,a-s medication,active,NA,NA,NA
'54569552301',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,a-s medication,active,NA,NA,NA
'54569552302',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,a-s medication,active,NA,NA,NA
'54569552303',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,5-325,mg/1,a-s medication solutions,NA,NA,NA,NA
'54569552304',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,5-325,mg/1,a-s medication solutions,NA,NA,NA,NA
'54569552305',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,a-s medication,active,NA,NA,NA
'54569552306',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,a-s medication,active,NA,NA,NA
'54569552307',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,a-s medication,active,NA,NA,NA
'54569580000',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg/15 ml,a-s medication,inactive,NA,NA,NA
'54569594500',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,500 mg-7.5 mg,NA,NA,NA,NA,NA,NA
'54569594501',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,a-s medication,inactive,NA,NA,NA
'54569596200',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569596201',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,a-s medication,inactive,NA,NA,NA
'54569596300',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,a-s medication,inactive,NA,NA,NA
'54569596400',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,a-s medication,inactive,NA,NA,NA
'54569596401',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,650 mg-10 mg,NA,NA,NA,NA,NA,NA
'54569596500',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,a-s medication,inactive,NA,NA,NA
'54569602701',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,a-s medication,active,NA,NA,NA
'54569602702',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,a-s medication,active,NA,NA,NA
'54569602703',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,a-s medication,active,NA,NA,NA
'54569602704',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,325 mg-7.5 mg,NA,NA,NA,NA,NA,NA
'54569602705',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,a-s medication,active,NA,NA,NA
'54569602706',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,7.5-325,mg/1,a-s medication solutions llc,NA,NA,NA,NA
'54569612100',hydrocodone-ibuprofen,hydrocodone; ibuprofen,hydrocodone,NA,7.5-200,mg,a-s medication,active,NA,NA,NA
'54569612101',hydrocodone-ibuprofen,hydrocodone; ibuprofen,hydrocodone,NA,7.5-200,mg,a-s medication,active,NA,NA,NA
'54569618400',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,a-s medication,active,NA,NA,NA
'54569618401',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,a-s medication,active,NA,NA,NA
'54569618402',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,a-s medication,active,NA,NA,NA
'54569618403',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,a-s medication,active,NA,NA,NA
'54569636200',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,2.5-325,mg,a-s medication,active,NA,NA,NA
'54569636201',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,2.5-325,mg,a-s medication,active,NA,NA,NA
'54569643800',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,a-s medication solutions llc,NA,NA,NA,NA
'54569650000',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,7.5-325,mg/15ml,a-s medication solutions llc,NA,NA,NA,NA
'54569831400',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,5-325,mg/1,a-s medication solutions llc,NA,NA,NA,NA
'54868007100',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868007101',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868007102',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868007103',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868007104',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868007105',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868007106',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868007107',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868007108',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868007109',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868098200',vicodin,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868098201',vicodin,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868098202',vicodin,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868111100',lortab,hydrocodone; paracetamol,hydrocodone,NA,5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868111101',lortab,hydrocodone; paracetamol,hydrocodone,NA,5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868111102',lortab,hydrocodone; paracetamol,hydrocodone,NA,5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868184400',lorcet plus,hydrocodone; paracetamol,hydrocodone,NA,7.5-650,mg,physicians tc.,inactive,NA,NA,NA
'54868184401',lorcet plus,hydrocodone; paracetamol,hydrocodone,NA,7.5-650,mg,physicians tc.,inactive,NA,NA,NA
'54868184402',lorcet plus,hydrocodone; paracetamol,hydrocodone,NA,7.5-650,mg,physicians tc.,inactive,NA,NA,NA
'54868184403',lorcet plus,hydrocodone; paracetamol,hydrocodone,NA,7.5-650,mg,physicians tc.,inactive,NA,NA,NA
'54868184404',lorcet plus,hydrocodone; paracetamol,hydrocodone,NA,7.5-650,mg,physicians tc.,inactive,NA,NA,NA
'54868184405',lorcet plus,hydrocodone; paracetamol,hydrocodone,NA,7.5-650,mg,physicians tc.,inactive,NA,NA,NA
'54868184500',lortab,hydrocodone; paracetamol,hydrocodone,NA,7.5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868184501',lortab,hydrocodone; paracetamol,hydrocodone,NA,7.5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868228100',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,physicians tc.,inactive,NA,NA,NA
'54868228101',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,physicians tc.,inactive,NA,NA,NA
'54868228102',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,physicians tc.,inactive,NA,NA,NA
'54868228103',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,physicians tc.,inactive,NA,NA,NA
'54868228104',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,physicians tc.,inactive,NA,NA,NA
'54868228105',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,physicians tc.,inactive,NA,NA,NA
'54868228106',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,physicians tc.,inactive,NA,NA,NA
'54868228107',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,physicians tc.,inactive,NA,NA,NA
'54868228108',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,physicians tc.,inactive,NA,NA,NA
'54868228109',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,physicians tc.,inactive,NA,NA,NA
'54868290800',lortab elixir,hydrocodone; paracetamol,hydrocodone,NA,7.5-500,mg/15 ml,physicians tc.,inactive,NA,NA,NA
'54868298600',lorcet 10/650,hydrocodone; paracetamol,hydrocodone,NA,10-650,mg,physicians tc.,inactive,NA,NA,NA
'54868298601',lorcet 10/650,hydrocodone; paracetamol,hydrocodone,NA,10-650,mg,physicians tc.,inactive,NA,NA,NA
'54868298602',lorcet 10/650,hydrocodone; paracetamol,hydrocodone,NA,10-650,mg,physicians tc.,inactive,NA,NA,NA
'54868298603',lorcet 10/650,hydrocodone; paracetamol,hydrocodone,NA,10-650,mg,physicians tc.,inactive,NA,NA,NA
'54868298604',lorcet 10/650,hydrocodone; paracetamol,hydrocodone,NA,10-650,mg,physicians tc.,inactive,NA,NA,NA
'54868298605',lorcet 10/650,hydrocodone; paracetamol,hydrocodone,NA,10-650,mg,physicians tc.,inactive,NA,NA,NA
'54868298606',lorcet 10/650,hydrocodone; paracetamol,hydrocodone,NA,10-650,mg,physicians tc.,inactive,NA,NA,NA
'54868303100',vicodin es,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,physicians tc.,inactive,NA,NA,NA
'54868303101',vicodin es,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,physicians tc.,inactive,NA,NA,NA
'54868303102',vicodin es,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,physicians tc.,inactive,NA,NA,NA
'54868303800',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868303801',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868303802',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868303803',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868303804',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868303805',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868303806',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868303807',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868303808',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,physicians tc.,inactive,NA,NA,NA
'54868358500',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,physicians tc.,inactive,NA,NA,NA
'54868358501',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,physicians tc.,inactive,NA,NA,NA
'54868358502',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,physicians tc.,inactive,NA,NA,NA
'54868358503',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,physicians tc.,inactive,NA,NA,NA
'54868358504',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,physicians tc.,inactive,NA,NA,NA
'54868358505',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,physicians tc.,inactive,NA,NA,NA
'54868372901',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,physicians tc.,inactive,NA,NA,NA
'54868372902',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,physicians tc.,inactive,NA,NA,NA
'54868372903',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,physicians tc.,inactive,NA,NA,NA
'54868372904',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,physicians tc.,inactive,NA,NA,NA
'54868372905',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,physicians tc.,inactive,NA,NA,NA
'54868372906',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,physicians tc.,inactive,NA,NA,NA
'54868372907',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,physicians tc.,inactive,NA,NA,NA
'54868372908',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,physicians tc.,inactive,NA,NA,NA
'54868381200',lortab,hydrocodone; paracetamol,hydrocodone,NA,10-500,mg,physicians tc.,inactive,NA,NA,NA
'54868381201',lortab,hydrocodone; paracetamol,hydrocodone,NA,10-500,mg,physicians tc.,inactive,NA,NA,NA
'54868381202',lortab,hydrocodone; paracetamol,hydrocodone,NA,10-500,mg,physicians tc.,inactive,NA,NA,NA
